ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2971221-20240625,2971221,507204,1,RIKITA MITHUL GROUP LLC,GOODTIMES BREWERY,3827 N BROADWAY  1,CHICAGO,IL,60613,46,24,46-24,19,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2971221,ISSUE,05/17/2024,05/17/2024,05/17/2024,N,06/25/2024,07/15/2026,06/25/2024,06/25/2024,AAI,,18,41.952033204,-87.649484107,POINT (-87.64948410673362 41.95203320397984)
2967550-20240624,2967550,507240,1,"THE BUTTERFLY HOUSE CHICAGO, LLC",THE BUTTERFLY HOUSE CHICAGO,600 E GRAND AVE  NAVY PIER,CHICAGO,IL,60611,42,11,42-11,18,1050,Public Place of Amusement,746 | 767,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee | Retail Sales of General Merchandise and Non-Perishable Food",2967550,ISSUE,05/15/2024,05/15/2024,05/15/2024,N,06/24/2024,07/15/2026,06/24/2024,06/24/2024,AAI,,,41.892094137,-87.611569884,POINT (-87.61156988394656 41.892094136861786)
2966300-20240620,2966300,506469,1,"DRINKWELL, LLC",INKWELL,1039 W LAKE ST 1,CHICAGO,IL,60607,27,16,27-16,12,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2966300,ISSUE,04/18/2024,06/03/2024,04/18/2024,N,06/20/2024,07/15/2026,06/20/2024,06/20/2024,AAI,,,41.88544864,-87.653623471,POINT (-87.65362347052474 41.885448639524576)
41515-20240616,2962669,16102,1,FANTASY NIGHT CLUB LLC,FANTASY NIGHT CLUB,3641 N HALSTED ST,CHICAGO,IL,60613,46,24,46-24,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,41515,RENEW,,04/15/2024,06/07/2024,N,06/16/2024,06/15/2026,06/07/2024,06/07/2024,AAI,,18,41.948524574,-87.649376123,POINT (-87.6493761225899 41.94852457422423)
1697670-20240616,2962423,13,3,"BLEACHERS, INC.",MURPHY'S BLEACHERS,3649 N SHEFFIELD AVE GROUND REAR,CHICAGO,IL,60613,44,28,44-28,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1697670,RENEW,,04/15/2024,04/15/2024,N,06/16/2024,06/15/2026,04/15/2024,04/16/2024,AAI,,17,41.948676819,-87.654225764,POINT (-87.65422576398149 41.94867681926178)
2298790-20240616,2964559,386661,1,SOHO HOUSE CHICAGO LLC,SOHO HOUSE CHICAGO,113-125 N GREEN ST BSMT - 6TH,CHICAGO,IL,60607,27,1,27-1,12,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2298790,RENEW,,04/15/2024,05/16/2024,N,06/16/2024,06/15/2026,05/16/2024,05/17/2024,AAI,,,41.883557098,-87.648432396,POINT (-87.64843239611488 41.883557097965046)
1578315-20240616,2962420,13,2,"BLEACHERS, INC.",Murphy's Bleachers,3653-3655 N SHEFFIELD AVE,CHICAGO,IL,60613,44,28,44-28,19,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,1578315,RENEW,,04/15/2024,04/15/2024,N,06/16/2024,06/15/2026,04/15/2024,04/16/2024,AAI,,17,41.948788471,-87.654229117,POINT (-87.65422911685373 41.94878847107489)
6283-20240616,2963094,62762,1,LILLIAN PROCHASKA INC.,OAKWOOD '83,1959 W MONTROSE AVE 1,CHICAGO,IL,60613,47,10,47-10,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,6283,RENEW,,04/15/2024,05/07/2024,N,06/16/2024,06/15/2026,05/07/2024,05/08/2024,AAI,,31,41.961355321,-87.678305159,POINT (-87.67830515937477 41.96135532131147)
2298769-20240616,2964550,385075,2,"BEERMISCUOUS, LLC",BEERMISCUOUS,2812 N LINCOLN AVE 1,CHICAGO,IL,60657,32,8,32-8,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2298769,RENEW,,04/15/2024,05/29/2024,N,06/16/2024,06/15/2026,05/29/2024,05/30/2024,AAI,,27,41.932813165,-87.659280615,POINT (-87.65928061515918 41.932813164830016)
37072-20240616,2964288,364100,1,"NAVY PIER, INC.",NAVY PIER,600 E GRAND AVE,CHICAGO,IL,60611,42,11,42-11,18,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,37072,RENEW,,04/15/2024,04/30/2024,N,06/16/2024,06/15/2026,06/14/2024,06/17/2024,AAI,,,41.892094137,-87.611569884,POINT (-87.61156988394656 41.892094136861786)
1649590-20240616,2963412,219491,1,STRIKE TWO CORP.,Roux/Seven Ten Social,1055 E 55TH ST,CHICAGO,IL,60615,5,27,5-27,2,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,1649590,RENEW,,04/15/2024,06/03/2024,N,06/16/2024,06/15/2026,06/03/2024,06/04/2024,AAI,,,41.794921069,-87.599852031,POINT (-87.59985203106729 41.79492106897254)
2988-20240616,2963089,62580,1,PHILIP F DALCAMO,BOSTON'S TAVERN,451 W 26TH ST  1,CHICAGO,IL,60616,11,13,11-13,9,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2988,RENEW,,04/15/2024,05/28/2024,N,06/16/2024,06/15/2026,05/28/2024,05/29/2024,AAI,,,41.845322613,-87.638656924,POINT (-87.63865692375772 41.845322612899665)
1594246-20240616,2963277,203280,1,"3660 CLARK STREET, INC.",Lost Never Found,3660-3662 N CLARK ST 1-2,CHICAGO,IL,60613,44,32,44-32,19,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,1594246,RENEW,,04/15/2024,04/15/2024,N,06/16/2024,06/15/2026,04/15/2024,04/16/2024,AAI,,17,41.948735967,-87.657922889,POINT (-87.65792288913369 41.94873596654509)
50613-20240616,2963015,37660,1,"J & O, INC.",COVE LOUNGE,1750 E 55TH ST 1ST,CHICAGO,IL,60615,5,46,5-46,2,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,50613,RENEW,,04/15/2024,06/12/2024,N,06/16/2024,06/15/2026,06/12/2024,06/13/2024,AAI,,,41.795358147,-87.581984286,POINT (-87.58198428576193 41.79535814705488)
8633-20240616,2962474,4126,1,"CARIOCCA, INC.",FINN MC COOL'S,3938 N ASHLAND AVE 1,CHICAGO,IL,60613,47,25,47-25,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,8633,RENEW,,04/15/2024,12/13/2024,N,06/16/2024,06/15/2026,12/13/2024,01/03/2025,AAI,,,41.953594717,-87.669176018,POINT (-87.66917601785995 41.95359471728121)
2363368-20240616,2963814,313934,12,"THIRSTY ANGUS, LLC",THE PIGGERY,1619-1625 W IRVING PARK RD 1-2,CHICAGO,IL,60613,47,25,47-25,19,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2363368,RENEW,,04/15/2024,06/18/2024,N,06/16/2024,06/15/2026,06/18/2024,06/20/2024,AAI,,,41.954169115,-87.669873182,POINT (-87.6698731817378 41.95416911545967)
1592206-20240616,2963732,289144,1,"1021 MONTROSE, L.L.C.",Driftwood,1021 W MONTROSE AVE,CHICAGO,IL,60613,46,9,46-9,19,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1592206,RENEW,,04/15/2024,06/05/2024,N,06/16/2024,06/15/2026,06/05/2024,06/20/2024,AAI,,34,41.961655309,-87.655649945,POINT (-87.65564994485091 41.961655308981946)
2578707-20240616,2964872,402246,2,"360 MANAGEMENT COMPANY, LLC",LONDONHOUSE HOTEL,85 E WACKER DR 1-23,CHICAGO,IL,60601,42,42,42-42,1,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2578707,RENEW,,04/15/2024,05/13/2024,N,06/16/2024,06/15/2026,05/13/2024,06/04/2024,AAI,,,41.88809629,-87.625177279,POINT (-87.62517727895694 41.888096290381576)
2578700-20240616,2964869,402246,2,"360 MANAGEMENT COMPANY, LLC",LONDONHOUSE HOTEL,85 E WACKER DR 1-23,CHICAGO,IL,60601,42,42,42-42,1,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2578700,RENEW,,04/15/2024,05/13/2024,N,06/16/2024,06/15/2026,05/13/2024,06/04/2024,AAI,,,41.88809629,-87.625177279,POINT (-87.62517727895694 41.888096290381576)
2340438-20240616,2964548,384478,1,1732 N MILWAUKEE RESTAURANT LLC,SMALL CHEVAL,1732 N MILWAUKEE AVE 1,CHICAGO,IL,60647,32,2,32-2,14,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2340438,RENEW,,04/15/2024,06/11/2024,N,06/16/2024,06/15/2026,06/11/2024,06/12/2024,AAI,,33,41.912730418,-87.681327033,POINT (-87.68132703318662 41.91273041812944)
2836103-20240616,2965592,483931,1,Wacker Restaurant Manager LLC,Beatrix,155 N WACKER DR,CHICAGO,IL,60606,42,9,42-9,1,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2836103,RENEW,,04/15/2024,05/23/2024,N,06/16/2024,06/15/2026,05/23/2024,05/23/2024,AAI,,,41.884615617,-87.636682358,POINT (-87.63668235780031 41.88461561705127)
2517777-20240616,2962582,10393,2,"BERNIE'S, INC.",BERNIE'S,3664 N CLARK ST 1 AND 2,CHICAGO,IL,60613,44,32,44-32,19,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2517777,RENEW,,04/15/2024,06/04/2024,N,06/16/2024,06/15/2026,06/04/2024,06/05/2024,AAI,,17,41.948843781,-87.658009262,POINT (-87.65800926199522 41.948843780887984)
1802416-20240616,2962581,10393,2,"BERNIE'S, INC.",BERNIE'S,3664 N CLARK ST 1 AND 2,CHICAGO,IL,60613,44,32,44-32,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1802416,RENEW,,04/15/2024,06/04/2024,N,06/16/2024,06/15/2026,06/04/2024,06/05/2024,AAI,,17,41.948843781,-87.658009262,POINT (-87.65800926199522 41.948843780887984)
1827-20240616,2962439,360,3,"STAGES-MUSIC HALL, INC.",THE SMART BAR,3730 N CLARK ST BASEMENT,CHICAGO,IL,60613,44,50,44-50,19,1470,Tavern,767 | 829,Retail Sales of General Merchandise and Non-Perishable Food | Tavern - Consumption of Liquor on Premises,1827,RENEW,,04/15/2024,05/15/2024,N,06/16/2024,06/15/2026,05/15/2024,05/16/2024,AAI,,17,41.949879576,-87.658842983,POINT (-87.6588429827861 41.94987957621978)
1766679-20240616,2963802,309604,1,"3916 N. ASHLAND, INC.",KEENAN O'REILLY'S PUB,3916 N ASHLAND AVE 1,CHICAGO,IL,60613,47,25,47-25,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1766679,RENEW,,04/15/2024,04/22/2024,N,06/16/2024,06/15/2026,04/22/2024,06/05/2024,AAI,,,41.952992614,-87.669159123,POINT (-87.66915912325935 41.95299261359812)
7067-20240616,2963095,62802,1,3740 NORTH CLARK CORP.,Gman Tavern,3740 N CLARK ST 1,CHICAGO,IL,60613,44,50,44-50,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,7067,RENEW,,04/15/2024,05/15/2024,N,06/16/2024,06/15/2026,05/15/2024,05/16/2024,AAI,,17,41.950168494,-87.659078621,POINT (-87.6590786208923 41.950168494180915)
2840951-20240616,2965031,420161,11,"COFFEE & TEA BAR HOSPITALITY, LLC",ACCENTURE TOWER LOUNGE,500 W MADISON ST,CHICAGO,IL,60661,42,41,42-41,1,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2840951,RENEW,,04/15/2024,04/15/2024,N,06/16/2024,09/15/2025,04/15/2024,04/16/2024,AAI,,,41.881994338,-87.639758685,POINT (-87.6397586848809 41.88199433820508)
32157-20240616,2962983,32067,1,"TIME TO REMEMBER, INC.",THE RAVENSWOOD,1829 W MONTROSE AVE,CHICAGO,IL,60613,47,37,47-37,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,32157,RENEW,,04/15/2024,06/10/2024,N,06/16/2024,06/15/2026,06/10/2024,06/11/2024,AAI,,31,41.961390002,-87.675670204,POINT (-87.67567020390625 41.96139000160505)
2246806-20240616,2964307,368602,2,DDMB INC.,EMPORIUM ARCADE BAR,1366-1368 N MILWAUKEE AVE,CHICAGO,IL,60622,1,10,1-10,14,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2246806,RENEW,,04/15/2024,05/20/2024,N,06/16/2024,06/15/2026,05/20/2024,05/21/2024,AAI,,33,41.906543249,-87.67169263,POINT (-87.67169262954617 41.90654324873866)
25595-20240616,2962580,10393,2,"BERNIE'S, INC.",BERNIE'S,3664 N CLARK ST 1 AND 2,CHICAGO,IL,60613,44,32,44-32,19,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,25595,RENEW,,04/15/2024,06/04/2024,N,06/16/2024,06/15/2026,06/04/2024,06/05/2024,AAI,,17,41.948843781,-87.658009262,POINT (-87.65800926199522 41.948843780887984)
2014057-20240616,2963233,85280,5,"952-6 W ADDISON, INC.",SPORTS CORNER,952-956 W ADDISON ST 1 & 2,CHICAGO,IL,60613,44,31,44-31,19,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2014057,RENEW,,04/15/2024,06/04/2024,N,06/16/2024,06/15/2026,06/04/2024,06/05/2024,AAI,,17,41.9473594,-87.654019314,POINT (-87.65401931422167 41.947359400317886)
2358987-20240616,2963608,271463,3,SOUTHPORT MUSIC BOX CORPORATION,MUSIC BOX THEATRE,3733-3735 N SOUTHPORT AVE 1ST,CHICAGO,IL,60613,44,25,44-25,19,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2358987,RENEW,,04/15/2024,09/03/2024,N,06/16/2024,06/15/2026,09/03/2024,09/05/2024,AAI,,27,41.949857259,-87.663946891,POINT (-87.66394689129923 41.9498572587634)
2379622-20240616,2963607,271463,3,SOUTHPORT MUSIC BOX CORPORATION,MUSIC BOX THEATRE,3733-3735 N SOUTHPORT AVE 1ST,CHICAGO,IL,60613,44,25,44-25,19,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2379622,RENEW,,04/15/2024,09/03/2024,N,06/16/2024,06/15/2026,09/03/2024,09/05/2024,AAI,,27,41.949857259,-87.663946891,POINT (-87.66394689129923 41.9498572587634)
7102-20240616,2962465,3755,1,"RISTOV, INC.",CORK LOUNGE,1822 W ADDISON ST 1,CHICAGO,IL,60613,47,27,47-27,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,7102,RENEW,,04/15/2024,04/22/2024,N,06/16/2024,06/15/2026,04/22/2024,04/23/2024,AAI,,38,41.947016812,-87.674925107,POINT (-87.6749251072082 41.94701681223758)
41514-20240616,2962670,16102,1,FANTASY NIGHT CLUB LLC,FANTASY NIGHT CLUB,3641 N HALSTED ST,CHICAGO,IL,60613,46,24,46-24,19,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,41514,RENEW,,04/15/2024,06/07/2024,N,06/16/2024,06/15/2026,06/13/2024,06/13/2024,AAI,,18,41.948524574,-87.649376123,POINT (-87.6493761225899 41.94852457422423)
2835886-20240616,2965577,483807,1,Cajun Chicago Inc.,Cajun Boil & Shake,5500 S SHORE DR  COM-101,CHICAGO,IL,60637,5,37,5-37,2,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2835886,RENEW,,04/15/2024,04/22/2024,N,06/16/2024,04/15/2026,04/22/2024,04/24/2024,AAI,,,41.795185016,-87.580597772,POINT (-87.58059777168157 41.79518501605705)
2501252-20240616,2963231,85280,5,"952-6 W ADDISON, INC.",SPORTS CORNER,952-956 W ADDISON ST 1 & 2,CHICAGO,IL,60613,44,31,44-31,19,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2501252,RENEW,,04/15/2024,06/04/2024,N,06/16/2024,06/15/2026,06/06/2024,06/07/2024,AAI,,17,41.9473594,-87.654019314,POINT (-87.65401931422167 41.947359400317886)
7066-20240616,2963096,62802,1,3740 NORTH CLARK CORP.,Gman Tavern,3740 N CLARK ST 1,CHICAGO,IL,60613,44,50,44-50,19,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,7066,RENEW,,04/15/2024,05/15/2024,N,06/16/2024,06/15/2026,05/20/2024,05/21/2024,AAI,,17,41.950168494,-87.659078621,POINT (-87.6590786208923 41.950168494180915)
2014056-20240616,2963230,85280,5,"952-6 W ADDISON, INC.",SPORTS CORNER,952-956 W ADDISON ST 1 & 2,CHICAGO,IL,60613,44,31,44-31,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2014056,RENEW,,04/15/2024,06/04/2024,N,06/16/2024,06/15/2026,06/04/2024,06/05/2024,AAI,,17,41.9473594,-87.654019314,POINT (-87.65401931422167 41.947359400317886)
2823315-20240616,2965544,481853,1,Judson & Moore Distillery LLC,Judson & Moore Tavern,3057 N ROCKWELL ST 1ST 10,CHICAGO,IL,60618,35,5,35-5,14,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2823315,RENEW,,04/15/2024,04/15/2024,N,06/16/2024,06/15/2026,04/15/2024,08/28/2024,AAI,,,41.937394949,-87.69273769,POINT (-87.69273768966114 41.93739494901925)
2113739-20240616,2964294,365590,1,JOE'S WINE CELLAR INC.,Le Midi,2108 W DIVISION ST 1,CHICAGO,IL,60622,1,16,1-16,14,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2113739,RENEW,,04/15/2024,04/15/2024,N,06/16/2024,06/15/2026,04/15/2024,04/16/2024,AAI,,33,41.903249554,-87.680128075,POINT (-87.68012807462533 41.903249553580345)
2823313-20240616,2965541,481853,1,Judson & Moore Distillery LLC,Judson & Moore Tavern,3057 N ROCKWELL ST 1ST 10,CHICAGO,IL,60618,35,5,35-5,14,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2823313,RENEW,,04/15/2024,04/15/2024,N,06/16/2024,06/15/2026,06/18/2024,08/28/2024,AAI,,,41.937394949,-87.69273769,POINT (-87.69273768966114 41.93739494901925)
2823316-20240616,2965542,481853,1,Judson & Moore Distillery LLC,Judson & Moore Tavern,3057 N ROCKWELL ST 1ST 10,CHICAGO,IL,60618,35,5,35-5,14,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2823316,RENEW,,04/15/2024,04/15/2024,N,06/16/2024,06/15/2026,04/15/2024,08/28/2024,AAI,,,41.937394949,-87.69273769,POINT (-87.69273768966114 41.93739494901925)
42266-20240616,2962640,14570,1,3702 N. HALSTED CORP.,THE CELL BLOCK,3702-3708 N HALSTED ST 1ST,CHICAGO,IL,60613,46,10,46-10,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,42266,RENEW,,04/15/2024,06/13/2024,N,06/16/2024,06/15/2026,06/13/2024,06/14/2024,AAI,,18,41.949210837,-87.64969212,POINT (-87.64969212027059 41.949210837272204)
2817904-20240616,2965519,480847,1,LET GO FLY A KITE LLC,FROM HERE ON FOOD HALL & MARKET,433 W VAN BUREN ST 1-2,CHICAGO,IL,60607,28,27,28-27,1,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2817904,RENEW,,04/15/2024,06/11/2024,N,06/16/2024,05/15/2026,06/11/2024,06/12/2024,AAI,,,41.876667432,-87.639177664,POINT (-87.63917766411434 41.876667432354196)
47877-20240616,2962508,6787,1,SOUTH SIDE FOOD & LIQUOR INC.,The Bar on Buena,910 W BUENA AVE,CHICAGO,IL,60613,46,25,46-25,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,47877,RENEW,,04/15/2024,06/11/2024,N,06/16/2024,06/15/2026,06/11/2024,06/12/2024,AAI,,34,41.958550898,-87.653520049,POINT (-87.65352004893188 41.958550897849705)
20186-20240616,2962525,8086,1,YANKEE ZULU INC,YAKZIE'S BAR & GRILL,3710 N CLARK ST,CHICAGO,IL,60613,44,50,44-50,19,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,20186,RENEW,,04/15/2024,06/14/2024,N,06/16/2024,06/15/2026,06/14/2024,01/24/2025,AAI,,17,41.949301154,-87.658375287,POINT (-87.65837528684472 41.949301153639674)
17187-20240616,2963132,63203,2,"TOONS, INC.",TOON'S BAR & GRILL,3857 N SOUTHPORT AVE  1,CHICAGO,IL,60613,44,25,44-25,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,17187,RENEW,,04/15/2024,07/15/2024,N,06/16/2024,06/15/2026,07/15/2024,08/19/2024,AAI,,27,41.952401641,-87.664018273,POINT (-87.66401827319031 41.95240164062764)
20185-20240616,2962523,8086,1,YANKEE ZULU INC,YAKZIE'S BAR & GRILL,3710 N CLARK ST,CHICAGO,IL,60613,44,50,44-50,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,20185,RENEW,,04/15/2024,06/14/2024,N,06/16/2024,06/15/2026,06/14/2024,01/24/2025,AAI,,17,41.949301154,-87.658375287,POINT (-87.65837528684472 41.949301153639674)
2470598-20240616,2964881,402530,1,312 PIZZA VENTURES LLC,PARLOR PIZZA BAR,1824-1826 W DIVISION ST  1,CHICAGO,IL,60622,1,5,1-5,14,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2470598,RENEW,,04/15/2024,04/24/2024,N,06/16/2024,06/15/2026,06/10/2024,06/11/2024,AAI,,33,41.90335951,-87.673397338,POINT (-87.67339733788289 41.90335951000414)
2578701-20240616,2964866,402246,2,"360 MANAGEMENT COMPANY, LLC",LONDONHOUSE HOTEL,85 E WACKER DR 1-23,CHICAGO,IL,60601,42,42,42-42,1,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2578701,RENEW,,04/15/2024,05/13/2024,N,06/16/2024,06/15/2026,06/18/2024,06/20/2024,AAI,,,41.88809629,-87.625177279,POINT (-87.62517727895694 41.888096290381576)
2840810-20240616,2965511,478443,1,"PORJR, Inc.",EMBASSY PUBLIC HOUSE,1435 W TAYLOR ST 1 1,CHICAGO,IL,60607,28,10,28-10,12,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2840810,RENEW,,04/15/2024,08/08/2024,N,06/16/2024,01/15/2026,08/08/2024,08/09/2024,AAI,,,41.869206867,-87.66308737,POINT (-87.6630873696548 41.869206866586865)
2074474-20240616,2962428,184,12,"CUBBY BEAR LOUNGE, LTD.",CUBBY BEAR LOUNGE LTD,1059-1065 W ADDISON ST 1-2,CHICAGO,IL,60613,44,38,44-38,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2074474,RENEW,,04/15/2024,06/04/2024,N,06/16/2024,06/15/2026,06/04/2024,06/20/2024,AAI,,17,41.947085344,-87.656637835,POINT (-87.65663783493278 41.947085343828114)
1172094-20240616,2963411,219491,1,STRIKE TWO CORP.,Roux/Seven Ten Social,1055 E 55TH ST,CHICAGO,IL,60615,5,27,5-27,2,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1172094,RENEW,,04/15/2024,06/03/2024,N,06/16/2024,06/15/2026,06/21/2024,06/24/2024,AAI,,,41.794921069,-87.599852031,POINT (-87.59985203106729 41.79492106897254)
1246129-20240616,2962667,16032,1,"CREATIVE SYNERGY, INC.",MARTYRS',3855 N LINCOLN AVE 1ST,CHICAGO,IL,60613,47,29,47-29,19,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1246129,RENEW,,04/15/2024,06/05/2024,N,06/16/2024,06/15/2026,06/11/2024,06/12/2024,AAI,,38,41.952030018,-87.677109528,POINT (-87.67710952822847 41.952030017774646)
1095180-20240616,2963302,208012,1,"THE EAGLE II, INC.",THE FALCON,1603 -1605 E 53RD ST,CHICAGO,IL,60615,5,48,5-48,2,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1095180,RENEW,,04/15/2024,05/06/2024,N,06/16/2024,06/15/2026,05/06/2024,05/07/2024,AAI,,61,41.799469658,-87.586330988,POINT (-87.58633098847555 41.79946965773025)
2775839-20240616,2963994,332240,2,"ZEA SALON, INC.",ZEA SALON,3707 N HALSTED ST 1ST,CHICAGO,IL,60613,46,24,46-24,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2775839,RENEW,,04/15/2024,05/18/2024,N,06/16/2024,06/15/2026,05/18/2024,05/20/2024,AAI,,8,41.949326151,-87.649401801,POINT (-87.64940180063041 41.949326151061065)
1766002-20240616,2963142,63395,2,ILLINOIS INSTITUTE OF TECHNOLOGY,ILLINOIS INST OF TECHNOLOGY,"3241 S FEDERAL ST 1ST, BSMT",CHICAGO,IL,60616,3,53,3-53,2,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1766002,RENEW,,04/15/2024,04/24/2024,N,06/16/2024,06/15/2026,06/20/2024,06/21/2024,AAI,,,41.835100346,-87.628761252,POINT (-87.62876125242913 41.835100345951005)
2550091-20240616,2963903,322238,1,RAVENSWOOD BILLBOARD FACTORY LLC,THE BILLBOARD FACTORY,"4025 N RAVENSWOOD AVE 1,2, & 3",CHICAGO,IL,60613,47,25,47-25,19,1050,Public Place of Amusement,971,Industrial Private Event Venue,2550091,RENEW,,04/15/2024,05/03/2024,N,06/16/2024,06/15/2026,05/03/2024,05/06/2024,AAI,,31,41.955003904,-87.673664216,POINT (-87.67366421593825 41.95500390378829)
369-20240616,2962424,66,1,"THE RITZ PUB, INC.",GOLDIE'S,3839 N LINCOLN AVE 1ST,CHICAGO,IL,60613,47,29,47-29,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,369,RENEW,,04/15/2024,07/22/2024,N,06/16/2024,06/15/2026,07/22/2024,07/24/2024,AAI,,38,41.951597983,-87.67681051,POINT (-87.67681050978221 41.95159798252976)
2616786-20240616,2962990,32888,1,"AA SPORTS CONNECTION, INC.",TRACE,3714 N CLARK ST 1ST,CHICAGO,IL,60613,44,32,44-32,19,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2616786,RENEW,,04/15/2024,04/16/2024,N,06/16/2024,06/15/2026,07/19/2024,07/22/2024,AAI,,17,41.949417278,-87.658468303,POINT (-87.6584683031439 41.949417278444706)
1474804-20240616,2963611,272516,1,"TAI'S LOUNGE, INC.",TAI'S,3611 N ASHLAND AVE,CHICAGO,IL,60613,47,16,47-16,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1474804,RENEW,,04/15/2024,06/05/2024,N,06/16/2024,06/15/2026,06/05/2024,06/06/2024,AAI,,,41.947366261,-87.668719976,POINT (-87.6687199756798 41.94736626113999)
